SKU Vendido;Produtos;Qtd Vendida;Preco Unitario;Faturamento;Loja;Data da Venda;Codigo Cliente
HL1002;iPhone 7;4;3550;14200;São Paulo;11/19/2020;162
HL1002;iPhone 7;1;3550;3550;Salvador;11/19/2020;611
HL1002;iPhone 7;3;3550;10650;São Paulo;11/20/2020;591
HL1002;iPhone 7;4;3550;14200;Recife;11/21/2020;573
HL1002;iPhone 7;2;3550;7100;São Paulo;11/21/2020;429
HL1002;iPhone 7;3;3550;10650;São Paulo;11/23/2020;1
HL1002;iPhone 7;3;3550;10650;Guarulhos;11/23/2020;105
HL1002;iPhone 7;1;3550;3550;Campinas;11/24/2020;373
HL1002;iPhone 7;1;3550;3550;Belo Horizonte;11/25/2020;425
HL1002;iPhone 7;5;3550;17750;Recife;11/25/2020;601
HL1002;iPhone 7;1;3550;3550;Campinas;11/25/2020;641
HL1002;iPhone 7;5;3550;17750;Recife;11/25/2020;316
HL1002;iPhone 7;4;3550;14200;Recife;11/27/2020;301
HL1002;iPhone 7;1;3550;3550;Porto Alegre;11/28/2020;133
HL1002;iPhone 7;2;3550;7100;São Paulo;11/28/2020;234
HL1002;iPhone 7;5;3550;17750;Belo Horizonte;11/28/2020;235
HL1002;iPhone 7;4;3550;14200;Porto Alegre;11/28/2020;312
HL1002;iPhone 7;4;3550;14200;São Paulo;11/29/2020;360
HL1002;iPhone 7;2;3550;7100;Recife;11/30/2020;127
HL1002;iPhone 7;2;3550;7100;Porto Alegre;11/30/2020;450
HL1002;iPhone 7;1;3550;3550;Campinas;12/01/2020;276
HL1002;iPhone 7;1;3550;3550;Curitiba;12/01/2020;107
HL1002;iPhone 7;4;3550;14200;São Paulo;12/01/2020;767
HL1002;iPhone 7;1;3550;3550;São Paulo;12/02/2020;714
HL1002;iPhone 7;4;3550;14200;Salvador;12/03/2020;201
HL1002;iPhone 7;5;3550;17750;Fortaleza;12/04/2020;284
HL1002;iPhone 7;5;3550;17750;Curitiba;12/04/2020;230
HL1002;iPhone 7;4;3550;14200;Guarulhos;12/05/2020;233
HL1002;iPhone 7;4;3550;14200;Rio de Janeiro;12/06/2020;247
HL1002;iPhone 7;4;3550;14200;Porto Alegre;12/07/2020;292
HL1002;iPhone 7;3;3550;10650;Curitiba;12/07/2020;278
HL1002;iPhone 7;3;3550;10650;Campinas;12/08/2020;652
HL1002;iPhone 7;3;3550;10650;Porto Alegre;12/08/2020;261
HL1002;iPhone 7;5;3550;17750;Salvador;12/09/2020;252
HL1002;iPhone 7;4;3550;14200;Nova Iguaçu;12/10/2020;589
HL1002;iPhone 7;5;3550;17750;Salvador;12/11/2020;767
HL1002;iPhone 7;2;3550;7100;Recife;12/11/2020;541
HL1002;iPhone 7;4;3550;14200;Curitiba;12/11/2020;723
HL1002;iPhone 7;4;3550;14200;Guarulhos;12/11/2020;650
HL1002;iPhone 7;3;3550;10650;São Paulo;12/12/2020;130
HL1002;iPhone 7;3;3550;10650;Belo Horizonte;12/12/2020;47
HL1002;iPhone 7;4;3550;14200;Goiânia;12/12/2020;282
HL1002;iPhone 7;5;3550;17750;Salvador;12/13/2020;79
HL1002;iPhone 7;5;3550;17750;Belo Horizonte;12/15/2020;732
HL1002;iPhone 7;3;3550;10650;Goiânia;12/15/2020;789
HL1002;iPhone 7;2;3550;7100;Rio de Janeiro;12/15/2020;721
HL1002;iPhone 7;1;3550;3550;São Paulo;12/16/2020;786
HL1002;iPhone 7;5;3550;17750;Guarulhos;12/16/2020;159
HL1002;iPhone 7;2;3550;7100;Guarulhos;12/17/2020;651
HL1002;iPhone 7;2;3550;7100;Fortaleza;12/17/2020;279
HL1002;iPhone 7;4;3550;14200;Rio de Janeiro;12/19/2020;55
HL1002;iPhone 7;5;3550;17750;Recife;12/19/2020;622
HL1002;iPhone 7;2;3550;7100;São Paulo;12/20/2020;665
HL1002;iPhone 7;1;3550;3550;Rio de Janeiro;12/20/2020;619
HL1002;iPhone 7;2;3550;7100;Rio de Janeiro;12/21/2020;128
HL1002;iPhone 7;3;3550;10650;Rio de Janeiro;12/21/2020;373
HL1002;iPhone 7;4;3550;14200;Fortaleza;12/22/2020;232
HL1002;iPhone 7;5;3550;17750;Fortaleza;12/22/2020;284
HL1002;iPhone 7;3;3550;10650;Recife;12/23/2020;408
HL1002;iPhone 7;3;3550;10650;Recife;12/23/2020;365
HL1002;iPhone 7;4;3550;14200;Fortaleza;12/27/2020;597
HL1002;iPhone 7;3;3550;10650;Recife;12/28/2020;12
HL1002;iPhone 7;5;3550;17750;Fortaleza;12/29/2020;248
HL1002;iPhone 7;5;3550;17750;Recife;12/29/2020;429
HL1002;iPhone 7;3;3550;10650;Rio de Janeiro;12/30/2020;605
HL1003;Galaxy S10;2;6450;12900;São Paulo;01/02/2020;366
HL1003;Galaxy S10;2;6450;12900;São Paulo;01/04/2020;698
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;01/04/2020;609
HL1003;Galaxy S10;3;6450;19350;Recife;01/05/2020;540
HL1003;Galaxy S10;5;6450;32250;Goiânia;01/06/2020;769
HL1003;Galaxy S10;2;6450;12900;Fortaleza;01/06/2020;29
HL1003;Galaxy S10;4;6450;25800;São Paulo;01/07/2020;755
HL1003;Galaxy S10;3;6450;19350;Niterói;01/07/2020;596
HL1003;Galaxy S10;4;6450;25800;Salvador;01/07/2020;537
HL1003;Galaxy S10;5;6450;32250;Curitiba;01/07/2020;370
HL1003;Galaxy S10;5;6450;32250;São Paulo;01/09/2020;690
HL1003;Galaxy S10;1;6450;6450;São Paulo;01/09/2020;342
HL1003;Galaxy S10;2;6450;12900;Salvador;01/12/2020;80
HL1003;Galaxy S10;4;6450;25800;Nova Iguaçu;1/13/2020;683
HL1003;Galaxy S10;5;6450;32250;Fortaleza;1/14/2020;769
HL1003;Galaxy S10;2;6450;12900;Fortaleza;1/15/2020;609
HL1003;Galaxy S10;2;6450;12900;São Paulo;1/15/2020;753
HL1003;Galaxy S10;4;6450;25800;São Paulo;1/17/2020;500
HL1003;Galaxy S10;1;6450;6450;Curitiba;1/17/2020;776
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;1/18/2020;41
HL1003;Galaxy S10;4;6450;25800;Fortaleza;1/18/2020;260
HL1003;Galaxy S10;3;6450;19350;Recife;1/19/2020;367
HL1003;Galaxy S10;3;6450;19350;São Paulo;1/20/2020;424
HL1003;Galaxy S10;3;6450;19350;Salvador;1/21/2020;248
HL1003;Galaxy S10;1;6450;6450;Guarulhos;1/22/2020;55
HL1003;Galaxy S10;3;6450;19350;Porto Alegre;1/23/2020;718
HL1003;Galaxy S10;5;6450;32250;Guarulhos;1/24/2020;487
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;1/26/2020;814
HL1003;Galaxy S10;2;6450;12900;São Paulo;1/26/2020;751
HL1003;Galaxy S10;3;6450;19350;Belo Horizonte;1/27/2020;285
HL1003;Galaxy S10;4;6450;25800;Rio de Janeiro;1/27/2020;326
HL1003;Galaxy S10;3;6450;19350;Recife;1/28/2020;480
HL1003;Galaxy S10;4;6450;25800;São Paulo;1/30/2020;594
HL1003;Galaxy S10;1;6450;6450;São Paulo;1/30/2020;790
HL1003;Galaxy S10;3;6450;19350;Fortaleza;1/31/2020;261
HL1003;Galaxy S10;2;6450;12900;São Paulo;1/31/2020;446
HL1003;Galaxy S10;5;6450;32250;Guarulhos;02/01/2020;2
HL1003;Galaxy S10;4;6450;25800;Fortaleza;02/01/2020;224
HL1003;Galaxy S10;3;6450;19350;Guarulhos;02/01/2020;38
HL1003;Galaxy S10;1;6450;6450;São Paulo;02/02/2020;607
HL1003;Galaxy S10;4;6450;25800;São Paulo;02/02/2020;366
HL1003;Galaxy S10;1;6450;6450;Belo Horizonte;02/03/2020;565
HL1003;Galaxy S10;2;6450;12900;São Paulo;02/11/2020;817
HL1003;Galaxy S10;1;6450;6450;Rio de Janeiro;02/11/2020;160
HL1003;Galaxy S10;5;6450;32250;Belo Horizonte;02/12/2020;213
HL1003;Galaxy S10;1;6450;6450;Rio de Janeiro;02/12/2020;448
HL1003;Galaxy S10;1;6450;6450;Porto Alegre;2/17/2020;773
HL1003;Galaxy S10;3;6450;19350;Salvador;2/17/2020;93
HL1003;Galaxy S10;1;6450;6450;Curitiba;2/18/2020;672
HL1003;Galaxy S10;2;6450;12900;São Paulo;2/22/2020;557
HL1003;Galaxy S10;5;6450;32250;Salvador;2/23/2020;820
HL1003;Galaxy S10;3;6450;19350;Belo Horizonte;2/23/2020;540
HL1003;Galaxy S10;1;6450;6450;Fortaleza;2/26/2020;303
HL1003;Galaxy S10;5;6450;32250;Salvador;2/26/2020;189
HL1003;Galaxy S10;4;6450;25800;São Paulo;2/28/2020;342
HL1003;Galaxy S10;2;6450;12900;Porto Alegre;03/01/2020;65
HL1003;Galaxy S10;4;6450;25800;Salvador;03/02/2020;577
HL1003;Galaxy S10;1;6450;6450;Belo Horizonte;03/08/2020;81
HL1003;Galaxy S10;4;6450;25800;Salvador;03/08/2020;107
HL1003;Galaxy S10;4;6450;25800;São Paulo;03/11/2020;641
HL1003;Galaxy S10;3;6450;19350;Porto Alegre;03/12/2020;236
HL1003;Galaxy S10;2;6450;12900;Belo Horizonte;3/15/2020;62
HL1003;Galaxy S10;2;6450;12900;Recife;3/16/2020;79
HL1003;Galaxy S10;4;6450;25800;São Paulo;3/21/2020;507
HL1003;Galaxy S10;1;6450;6450;Belo Horizonte;3/22/2020;286
HL1003;Galaxy S10;4;6450;25800;Belo Horizonte;3/23/2020;248
HL1003;Galaxy S10;5;6450;32250;São Paulo;3/24/2020;593
HL1003;Galaxy S10;1;6450;6450;Porto Alegre;3/30/2020;790
HL1003;Galaxy S10;1;6450;6450;Rio de Janeiro;3/31/2020;619
HL1003;Galaxy S10;1;6450;6450;Nova Iguaçu;04/01/2020;822
HL1003;Galaxy S10;3;6450;19350;Salvador;04/03/2020;594
HL1003;Galaxy S10;1;6450;6450;Goiânia;04/04/2020;99
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;04/04/2020;674
HL1003;Galaxy S10;1;6450;6450;Fortaleza;04/05/2020;376
HL1003;Galaxy S10;3;6450;19350;São Paulo;04/11/2020;781
HL1003;Galaxy S10;5;6450;32250;Fortaleza;04/11/2020;21
HL1003;Galaxy S10;1;6450;6450;Nova Iguaçu;04/11/2020;100
HL1003;Galaxy S10;3;6450;19350;São Paulo;4/13/2020;53
HL1003;Galaxy S10;2;6450;12900;São Paulo;4/13/2020;103
HL1003;Galaxy S10;5;6450;32250;Salvador;4/15/2020;445
HL1003;Galaxy S10;5;6450;32250;Fortaleza;4/17/2020;712
HL1003;Galaxy S10;4;6450;25800;Nova Iguaçu;4/18/2020;446
HL1003;Galaxy S10;5;6450;32250;Recife;4/19/2020;273
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;4/20/2020;728
HL1003;Galaxy S10;4;6450;25800;São Paulo;4/22/2020;292
HL1003;Galaxy S10;1;6450;6450;Recife;4/22/2020;553
HL1003;Galaxy S10;4;6450;25800;São Paulo;4/22/2020;128
HL1003;Galaxy S10;2;6450;12900;Salvador;4/23/2020;369
HL1003;Galaxy S10;1;6450;6450;Nova Iguaçu;4/23/2020;694
HL1003;Galaxy S10;1;6450;6450;Goiânia;4/25/2020;279
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;4/27/2020;261
HL1003;Galaxy S10;5;6450;32250;Rio de Janeiro;4/28/2020;408
HL1003;Galaxy S10;3;6450;19350;Salvador;05/02/2020;816
HL1003;Galaxy S10;1;6450;6450;Nova Iguaçu;05/05/2020;606
HL1003;Galaxy S10;2;6450;12900;Curitiba;05/06/2020;320
HL1003;Galaxy S10;4;6450;25800;Fortaleza;05/06/2020;528
HL1003;Galaxy S10;5;6450;32250;São Paulo;05/06/2020;740
HL1003;Galaxy S10;4;6450;25800;Salvador;05/11/2020;580
HL1003;Galaxy S10;1;6450;6450;Belo Horizonte;5/13/2020;91
HL1003;Galaxy S10;4;6450;25800;São Paulo;5/14/2020;38
HL1003;Galaxy S10;4;6450;25800;São Paulo;5/21/2020;804
HL1003;Galaxy S10;4;6450;25800;Salvador;5/22/2020;725
HL1003;Galaxy S10;5;6450;32250;São Paulo;5/23/2020;76
HL1003;Galaxy S10;1;6450;6450;Salvador;5/23/2020;31
HL1003;Galaxy S10;3;6450;19350;Fortaleza;5/25/2020;97
HL1003;Galaxy S10;4;6450;25800;São Paulo;5/25/2020;663
HL1003;Galaxy S10;2;6450;12900;Goiânia;5/29/2020;429
HL1003;Galaxy S10;2;6450;12900;Guarulhos;5/30/2020;224
HL1003;Galaxy S10;2;6450;12900;Belo Horizonte;5/30/2020;240
HL1003;Galaxy S10;1;6450;6450;Curitiba;06/06/2020;242
HL1003;Galaxy S10;3;6450;19350;Belo Horizonte;06/07/2020;772
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;06/09/2020;693
HL1003;Galaxy S10;1;6450;6450;Recife;06/10/2020;694
HL1003;Galaxy S10;1;6450;6450;Guarulhos;06/12/2020;310
HL1003;Galaxy S10;5;6450;32250;Rio de Janeiro;6/13/2020;310
HL1003;Galaxy S10;4;6450;25800;São Paulo;6/13/2020;57
HL1003;Galaxy S10;5;6450;32250;Goiânia;6/18/2020;209
HL1003;Galaxy S10;4;6450;25800;Curitiba;6/18/2020;772
HL1003;Galaxy S10;1;6450;6450;São Paulo;6/23/2020;363
HL1003;Galaxy S10;2;6450;12900;São Paulo;6/23/2020;224
HL1003;Galaxy S10;4;6450;25800;Goiânia;6/24/2020;422
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;6/26/2020;255
HL1003;Galaxy S10;5;6450;32250;São Paulo;6/26/2020;57
HL1003;Galaxy S10;1;6450;6450;São Paulo;6/30/2020;312
HL1003;Galaxy S10;3;6450;19350;Porto Alegre;07/02/2020;123
HL1003;Galaxy S10;3;6450;19350;Guarulhos;07/02/2020;282
HL1003;Galaxy S10;1;6450;6450;Campinas;07/02/2020;65
HL1003;Galaxy S10;5;6450;32250;São Paulo;07/02/2020;665
HL1003;Galaxy S10;5;6450;32250;Rio de Janeiro;07/03/2020;737
HL1003;Galaxy S10;4;6450;25800;Recife;07/04/2020;540
HL1003;Galaxy S10;1;6450;6450;Niterói;07/04/2020;772
HL1003;Galaxy S10;2;6450;12900;Recife;07/05/2020;772
HL1003;Galaxy S10;2;6450;12900;São Paulo;07/06/2020;820
HL1003;Galaxy S10;2;6450;12900;Salvador;07/06/2020;224
HL1003;Galaxy S10;3;6450;19350;São Paulo;07/07/2020;743
HL1003;Galaxy S10;5;6450;32250;Guarulhos;07/07/2020;80
HL1003;Galaxy S10;2;6450;12900;São Paulo;07/10/2020;96
HL1003;Galaxy S10;2;6450;12900;Recife;07/12/2020;157
HL1003;Galaxy S10;4;6450;25800;Curitiba;7/13/2020;105
HL1003;Galaxy S10;2;6450;12900;Salvador;7/15/2020;367
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;7/16/2020;501
HL1003;Galaxy S10;2;6450;12900;Recife;7/16/2020;112
HL1003;Galaxy S10;1;6450;6450;Belo Horizonte;7/17/2020;11
HL1003;Galaxy S10;4;6450;25800;Goiânia;7/19/2020;742
HL1003;Galaxy S10;1;6450;6450;Recife;7/19/2020;508
HL1003;Galaxy S10;3;6450;19350;Salvador;7/20/2020;298
HL1003;Galaxy S10;2;6450;12900;Fortaleza;7/21/2020;55
HL1003;Galaxy S10;1;6450;6450;Belo Horizonte;7/22/2020;125
HL1003;Galaxy S10;4;6450;25800;Salvador;7/23/2020;291
HL1003;Galaxy S10;2;6450;12900;Salvador;7/23/2020;471
HL1003;Galaxy S10;5;6450;32250;Goiânia;7/24/2020;527
HL1003;Galaxy S10;1;6450;6450;Rio de Janeiro;7/25/2020;319
HL1003;Galaxy S10;5;6450;32250;Curitiba;7/27/2020;7
HL1003;Galaxy S10;2;6450;12900;Recife;7/28/2020;196
HL1003;Galaxy S10;5;6450;32250;Goiânia;7/31/2020;574
HL1003;Galaxy S10;1;6450;6450;São Paulo;08/05/2020;803
HL1003;Galaxy S10;3;6450;19350;Recife;08/06/2020;426
HL1003;Galaxy S10;4;6450;25800;Goiânia;08/08/2020;297
HL1003;Galaxy S10;5;6450;32250;São Paulo;08/08/2020;431
HL1003;Galaxy S10;5;6450;32250;Belo Horizonte;08/10/2020;697
HL1003;Galaxy S10;1;6450;6450;São Paulo;08/10/2020;157
HL1003;Galaxy S10;5;6450;32250;Rio de Janeiro;08/11/2020;194
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;8/14/2020;257
HL1003;Galaxy S10;5;6450;32250;São Paulo;8/16/2020;53
HL1003;Galaxy S10;2;6450;12900;Belo Horizonte;8/16/2020;449
HL1003;Galaxy S10;5;6450;32250;Fortaleza;8/27/2020;775
HL1003;Galaxy S10;2;6450;12900;Fortaleza;8/31/2020;238
HL1003;Galaxy S10;3;6450;19350;Belo Horizonte;09/01/2020;382
HL1003;Galaxy S10;3;6450;19350;Fortaleza;09/02/2020;471
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;09/02/2020;175
HL1003;Galaxy S10;2;6450;12900;Goiânia;09/03/2020;794
HL1003;Galaxy S10;2;6450;12900;Belo Horizonte;09/08/2020;797
HL1003;Galaxy S10;5;6450;32250;Belo Horizonte;09/12/2020;612
HL1003;Galaxy S10;4;6450;25800;Belo Horizonte;09/12/2020;66
HL1003;Galaxy S10;4;6450;25800;São Paulo;9/13/2020;10
HL1003;Galaxy S10;5;6450;32250;Rio de Janeiro;9/14/2020;641
HL1003;Galaxy S10;3;6450;19350;Curitiba;9/15/2020;90
HL1003;Galaxy S10;3;6450;19350;São Paulo;9/16/2020;292
HL1003;Galaxy S10;2;6450;12900;Goiânia;9/18/2020;353
HL1003;Galaxy S10;2;6450;12900;Belo Horizonte;9/18/2020;484
HL1003;Galaxy S10;3;6450;19350;São Paulo;9/18/2020;816
HL1003;Galaxy S10;5;6450;32250;São Paulo;9/18/2020;411
HL1003;Galaxy S10;1;6450;6450;Fortaleza;9/19/2020;509
HL1003;Galaxy S10;3;6450;19350;São Paulo;9/21/2020;506
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;9/22/2020;632
HL1003;Galaxy S10;5;6450;32250;São Paulo;9/23/2020;132
HL1003;Galaxy S10;2;6450;12900;Fortaleza;9/23/2020;293
HL1003;Galaxy S10;4;6450;25800;Recife;9/25/2020;659
HL1003;Galaxy S10;2;6450;12900;São Paulo;9/27/2020;224
HL1003;Galaxy S10;3;6450;19350;São Paulo;9/28/2020;555
HL1003;Galaxy S10;4;6450;25800;São Paulo;9/28/2020;619
HL1003;Galaxy S10;5;6450;32250;Salvador;9/29/2020;492
HL1003;Galaxy S10;1;6450;6450;Salvador;9/30/2020;55
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;10/03/2020;138
HL1003;Galaxy S10;3;6450;19350;Goiânia;10/06/2020;536
HL1003;Galaxy S10;2;6450;12900;Salvador;10/12/2020;27
HL1003;Galaxy S10;5;6450;32250;Guarulhos;10/13/2020;389
HL1003;Galaxy S10;5;6450;32250;São Paulo;10/14/2020;70
HL1003;Galaxy S10;5;6450;32250;São Paulo;10/19/2020;551
HL1003;Galaxy S10;1;6450;6450;Rio de Janeiro;10/22/2020;209
HL1003;Galaxy S10;2;6450;12900;Fortaleza;10/22/2020;268
HL1003;Galaxy S10;5;6450;32250;Guarulhos;10/26/2020;44
HL1003;Galaxy S10;5;6450;32250;Fortaleza;10/27/2020;592
HL1003;Galaxy S10;3;6450;19350;Guarulhos;10/27/2020;188
HL1003;Galaxy S10;5;6450;32250;Salvador;11/01/2020;545
HL1003;Galaxy S10;3;6450;19350;Recife;11/06/2020;506
HL1003;Galaxy S10;2;6450;12900;São Paulo;11/07/2020;446
HL1003;Galaxy S10;3;6450;19350;Fortaleza;11/08/2020;166
HL1003;Galaxy S10;2;6450;12900;São Paulo;11/08/2020;822
HL1003;Galaxy S10;4;6450;25800;Fortaleza;11/09/2020;57
HL1003;Galaxy S10;5;6450;32250;São Paulo;11/09/2020;23
HL1003;Galaxy S10;1;6450;6450;Fortaleza;11/10/2020;314
HL1003;Galaxy S10;5;6450;32250;Goiânia;11/11/2020;237
HL1003;Galaxy S10;2;6450;12900;Goiânia;11/12/2020;203
HL1003;Galaxy S10;3;6450;19350;Guarulhos;11/13/2020;351
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;11/13/2020;753
HL1003;Galaxy S10;1;6450;6450;Rio de Janeiro;11/13/2020;202
HL1003;Galaxy S10;3;6450;19350;Belo Horizonte;11/14/2020;7
HL1003;Galaxy S10;3;6450;19350;Recife;11/15/2020;406
HL1003;Galaxy S10;5;6450;32250;Recife;11/16/2020;50
HL1003;Galaxy S10;2;6450;12900;Porto Alegre;11/17/2020;320
HL1003;Galaxy S10;3;6450;19350;Porto Alegre;11/18/2020;773
HL1003;Galaxy S10;3;6450;19350;Guarulhos;11/19/2020;413
HL1003;Galaxy S10;2;6450;12900;Recife;11/19/2020;451
HL1003;Galaxy S10;5;6450;32250;São Paulo;11/22/2020;336
HL1003;Galaxy S10;1;6450;6450;Curitiba;11/22/2020;700
HL1003;Galaxy S10;3;6450;19350;São Paulo;11/22/2020;725
HL1003;Galaxy S10;1;6450;6450;Rio de Janeiro;11/23/2020;377
HL1003;Galaxy S10;1;6450;6450;Recife;11/23/2020;197
HL1003;Galaxy S10;4;6450;25800;Fortaleza;11/24/2020;772
HL1003;Galaxy S10;4;6450;25800;São Paulo;11/24/2020;434
HL1003;Galaxy S10;2;6450;12900;Campinas;11/24/2020;316
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;11/25/2020;98
HL1003;Galaxy S10;2;6450;12900;Rio de Janeiro;11/25/2020;134
HL1003;Galaxy S10;5;6450;32250;Porto Alegre;11/27/2020;513
HL1003;Galaxy S10;3;6450;19350;São Paulo;11/27/2020;22
HL1003;Galaxy S10;4;6450;25800;São Paulo;11/27/2020;268
HL1003;Galaxy S10;5;6450;32250;Salvador;11/28/2020;617
HL1003;Galaxy S10;3;6450;19350;Goiânia;12/01/2020;365
HL1003;Galaxy S10;5;6450;32250;São Paulo;12/01/2020;359
HL1003;Galaxy S10;3;6450;19350;Fortaleza;12/05/2020;85
HL1003;Galaxy S10;2;6450;12900;Recife;12/05/2020;371
HL1003;Galaxy S10;4;6450;25800;Rio de Janeiro;12/06/2020;199
HL1003;Galaxy S10;5;6450;32250;Belo Horizonte;12/06/2020;298
HL1003;Galaxy S10;5;6450;32250;Fortaleza;12/06/2020;646
HL1003;Galaxy S10;5;6450;32250;Guarulhos;12/07/2020;499
HL1003;Galaxy S10;3;6450;19350;Porto Alegre;12/08/2020;285
HL1003;Galaxy S10;4;6450;25800;Nova Iguaçu;12/08/2020;788
HL1003;Galaxy S10;3;6450;19350;Fortaleza;12/08/2020;702
HL1003;Galaxy S10;5;6450;32250;Salvador;12/09/2020;128
HL1003;Galaxy S10;2;6450;12900;Fortaleza;12/10/2020;312
HL1003;Galaxy S10;3;6450;19350;Recife;12/11/2020;274
HL1003;Galaxy S10;3;6450;19350;Rio de Janeiro;12/12/2020;414
HL1003;Galaxy S10;1;6450;6450;Campinas;12/12/2020;501
HL1003;Galaxy S10;4;6450;25800;Rio de Janeiro;12/12/2020;114
HL1003;Galaxy S10;1;6450;6450;Campinas;12/15/2020;340
HL1003;Galaxy S10;5;6450;32250;Niterói;12/17/2020;90
HL1003;Galaxy S10;4;6450;25800;Salvador;12/19/2020;626
HL1003;Galaxy S10;2;6450;12900;Guarulhos;12/19/2020;179
HL1003;Galaxy S10;3;6450;19350;Recife;12/20/2020;625
HL1003;Galaxy S10;5;6450;32250;Belo Horizonte;12/21/2020;310
HL1003;Galaxy S10;4;6450;25800;Belo Horizonte;12/23/2020;400
HL1003;Galaxy S10;2;6450;12900;Goiânia;12/23/2020;665
HL1003;Galaxy S10;2;6450;12900;Recife;12/24/2020;729
HL1003;Galaxy S10;2;6450;12900;Belo Horizonte;12/24/2020;114
HL1003;Galaxy S10;2;6450;12900;Recife;12/24/2020;377
HL1003;Galaxy S10;2;6450;12900;Fortaleza;12/24/2020;540
HL1003;Galaxy S10;5;6450;32250;São Paulo;12/25/2020;748
HL1003;Galaxy S10;4;6450;25800;Rio de Janeiro;12/27/2020;545
HL1004;Apple Watch;3;2500;7500;São Paulo;01/05/2020;50
HL1004;Apple Watch;3;2500;7500;São Paulo;01/07/2020;781
HL1004;Apple Watch;3;2500;7500;Curitiba;01/08/2020;79
HL1004;Apple Watch;3;2500;7500;São Paulo;01/10/2020;467
HL1004;Apple Watch;5;2500;12500;Guarulhos;1/14/2020;215
HL1004;Apple Watch;1;2500;2500;Rio de Janeiro;1/21/2020;235
HL1004;Apple Watch;1;2500;2500;São Paulo;1/25/2020;264
HL1004;Apple Watch;4;2500;10000;Rio de Janeiro;1/26/2020;505
HL1004;Apple Watch;3;2500;7500;Salvador;1/27/2020;480
HL1004;Apple Watch;5;2500;12500;Guarulhos;1/31/2020;776
HL1004;Apple Watch;4;2500;10000;Rio de Janeiro;02/11/2020;436
HL1004;Apple Watch;4;2500;10000;São Paulo;02/12/2020;111
HL1004;Apple Watch;2;2500;5000;Curitiba;02/12/2020;804
HL1004;Apple Watch;1;2500;2500;Recife;2/25/2020;342
HL1004;Apple Watch;3;2500;7500;Belo Horizonte;2/28/2020;817
HL1004;Apple Watch;1;2500;2500;Recife;03/02/2020;771
HL1004;Apple Watch;3;2500;7500;Belo Horizonte;03/03/2020;770
HL1004;Apple Watch;4;2500;10000;Guarulhos;03/05/2020;51
HL1004;Apple Watch;1;2500;2500;Recife;03/11/2020;474
HL1004;Apple Watch;2;2500;5000;Porto Alegre;3/16/2020;32
HL1004;Apple Watch;1;2500;2500;Belo Horizonte;3/18/2020;650
HL1004;Apple Watch;3;2500;7500;Recife;3/21/2020;586
HL1004;Apple Watch;3;2500;7500;Belo Horizonte;3/26/2020;625
HL1004;Apple Watch;5;2500;12500;Curitiba;3/30/2020;226
HL1004;Apple Watch;1;2500;2500;Goiânia;04/02/2020;321
HL1004;Apple Watch;4;2500;10000;São Paulo;04/06/2020;87
HL1004;Apple Watch;1;2500;2500;Goiânia;4/15/2020;314
HL1004;Apple Watch;3;2500;7500;Guarulhos;4/22/2020;541
HL1004;Apple Watch;4;2500;10000;Fortaleza;4/23/2020;450
HL1004;Apple Watch;3;2500;7500;Salvador;4/26/2020;573
HL1004;Apple Watch;1;2500;2500;São Paulo;05/01/2020;571
HL1004;Apple Watch;5;2500;12500;Porto Alegre;05/01/2020;22
HL1004;Apple Watch;3;2500;7500;Rio de Janeiro;05/05/2020;196
HL1004;Apple Watch;2;2500;5000;São Paulo;05/10/2020;397
HL1004;Apple Watch;4;2500;10000;Goiânia;05/10/2020;172
HL1004;Apple Watch;5;2500;12500;Guarulhos;5/16/2020;275
HL1004;Apple Watch;4;2500;10000;Goiânia;5/17/2020;106
HL1004;Apple Watch;5;2500;12500;Rio de Janeiro;5/19/2020;55
HL1004;Apple Watch;5;2500;12500;Rio de Janeiro;5/26/2020;397
HL1004;Apple Watch;2;2500;5000;Goiânia;5/30/2020;79
HL1004;Apple Watch;1;2500;2500;Salvador;06/06/2020;277
HL1004;Apple Watch;5;2500;12500;Fortaleza;06/10/2020;774
HL1004;Apple Watch;4;2500;10000;Goiânia;6/13/2020;156
HL1004;Apple Watch;4;2500;10000;Guarulhos;6/15/2020;127
HL1004;Apple Watch;1;2500;2500;Campinas;6/21/2020;424
HL1004;Apple Watch;1;2500;2500;Recife;6/26/2020;286
HL1004;Apple Watch;5;2500;12500;Salvador;6/29/2020;140
HL1004;Apple Watch;1;2500;2500;Belo Horizonte;07/01/2020;697
